LOCAL_DATE,mean_temp,mean_prec
01/10/1950 00:00,10.73636364,10.5
02/10/1950 00:00,9.454545455,14.2
03/10/1950 00:00,10.67272727,10.1
04/10/1950 00:00,7.972727273,94.5
05/10/1950 00:00,6.463636364,31
06/10/1950 00:00,7.972727273,21.9
07/10/1950 00:00,9.290909091,12
08/10/1950 00:00,12.19090909,12.2
09/10/1950 00:00,12.26363636,92
10/10/1950 00:00,8.836363636,39.7
11/10/1950 00:00,8.9,67.3
12/10/1950 00:00,9.990909091,69
13/10/1950 00:00,8.663636364,11.2
14/10/1950 00:00,5.6,6.9
15/10/1950 00:00,4.927272727,0.3
16/10/1950 00:00,4.209090909,16.9
17/10/1950 00:00,5.736363636,20.1
18/10/1950 00:00,4.9,23.7
19/10/1950 00:00,6.154545455,30.5
20/10/1950 00:00,4.727272727,40.5
21/10/1950 00:00,2.772727273,4.4
22/10/1950 00:00,2.445454545,4.6
23/10/1950 00:00,1.709090909,38.1
24/10/1950 00:00,2.9,16.8
25/10/1950 00:00,5.009090909,10.1
26/10/1950 00:00,4.190909091,12.9
27/10/1950 00:00,2.590909091,22.1
28/10/1950 00:00,4.3,11.9
29/10/1950 00:00,7.272727273,5.4
30/10/1950 00:00,8.627272727,11.4
31/10/1950 00:00,4.818181818,63.8
01/11/1950 00:00,4.1,13.7
02/11/1950 00:00,5.690909091,7.6
03/11/1950 00:00,3.472727273,14.8
04/11/1950 00:00,3.063636364,162.6
05/11/1950 00:00,2.263636364,44.6
06/11/1950 00:00,1.281818182,2.9
07/11/1950 00:00,0.418181818,12
08/11/1950 00:00,0.945454545,7.1
09/11/1950 00:00,2.081818182,16.9
10/11/1950 00:00,0.418181818,0.3
11/11/1950 00:00,-0.6,2.5
12/11/1950 00:00,-2.354545455,3
13/11/1950 00:00,-2.581818182,7.4
14/11/1950 00:00,-1.772727273,10.9
15/11/1950 00:00,-1.618181818,26.1
16/11/1950 00:00,0.809090909,41.9
17/11/1950 00:00,-2.209090909,19.3
18/11/1950 00:00,-5.027272727,30.3
19/11/1950 00:00,-4.445454545,30.7
20/11/1950 00:00,-2.8,94.5
21/11/1950 00:00,-4.136363636,40.1
22/11/1950 00:00,-7.763636364,9.6
23/11/1950 00:00,-8.427272727,26.7
24/11/1950 00:00,-6.027272727,35.3
25/11/1950 00:00,-3.818181818,47.3
26/11/1950 00:00,-2.963636364,22.8
27/11/1950 00:00,-4.109090909,8.9
28/11/1950 00:00,-4.036363636,44
29/11/1950 00:00,-3.990909091,56.1
30/11/1950 00:00,-5,28.4
01/12/1950 00:00,-6.472727273,28.8
02/12/1950 00:00,-7.927272727,19.1
03/12/1950 00:00,-6.609090909,15.1
04/12/1950 00:00,-6.718181818,54.8
05/12/1950 00:00,-7.190909091,42.7
06/12/1950 00:00,-6.654545455,11
07/12/1950 00:00,-4.6,25
08/12/1950 00:00,-3.936363636,37.9
09/12/1950 00:00,-2.527272727,39.1
10/12/1950 00:00,-1.181818182,28
11/12/1950 00:00,-1.445454545,39.1
12/12/1950 00:00,-3.336363636,38.8
13/12/1950 00:00,-4.463636364,12.5
14/12/1950 00:00,-5.981818182,24.8
15/12/1950 00:00,-7.554545455,14.9
16/12/1950 00:00,-6.809090909,41.7
17/12/1950 00:00,-6.754545455,13.4
18/12/1950 00:00,-7.263636364,75.2
19/12/1950 00:00,-9.354545455,11
20/12/1950 00:00,-7.736363636,17.7
21/12/1950 00:00,-7.127272727,46.1
22/12/1950 00:00,-4.6,33.1
23/12/1950 00:00,-5.981818182,46.7
24/12/1950 00:00,-6.609090909,43.4
25/12/1950 00:00,-11.11818182,10.5
26/12/1950 00:00,-14.58181818,7.9
27/12/1950 00:00,-11.09090909,25
28/12/1950 00:00,-7.809090909,4
29/12/1950 00:00,-6.481818182,28.9
30/12/1950 00:00,-5.045454545,15.3
31/12/1950 00:00,-6.1,24.8
01/01/1951 00:00,-9.363636364,17.3
02/01/1951 00:00,-8.445454545,58.5
03/01/1951 00:00,-6.145454545,77.7
04/01/1951 00:00,-7.563636364,14.7
05/01/1951 00:00,-11.49090909,12.8
06/01/1951 00:00,-9.845454545,23.3
07/01/1951 00:00,-9.6,26.3
08/01/1951 00:00,-6.872727273,42.5
09/01/1951 00:00,-6.663636364,4.6
10/01/1951 00:00,-6.081818182,11.1
11/01/1951 00:00,-4.618181818,25.2
12/01/1951 00:00,-3.890909091,28
13/01/1951 00:00,-7.736363636,25.1
14/01/1951 00:00,-8.681818182,40.9
15/01/1951 00:00,-6.845454545,50.6
16/01/1951 00:00,-6.927272727,11.9
17/01/1951 00:00,-9.172727273,19.1
18/01/1951 00:00,-11.37272727,11.7
19/01/1951 00:00,-10.08181818,8
20/01/1951 00:00,-8.972727273,43.9
21/01/1951 00:00,-9.154545455,21
22/01/1951 00:00,-13.74545455,18
23/01/1951 00:00,-11.79090909,32
24/01/1951 00:00,-10.39090909,54.3
25/01/1951 00:00,-11.03636364,73.2
26/01/1951 00:00,-14.00909091,22.4
27/01/1951 00:00,-18.25454545,1.1
28/01/1951 00:00,-20.05454545,13
29/01/1951 00:00,-16.70909091,11.7
30/01/1951 00:00,-18.56363636,8.6
31/01/1951 00:00,-19.06363636,50.8
01/02/1951 00:00,-12.85454545,102.7
02/02/1951 00:00,-10.22727273,9.8
03/02/1951 00:00,-13.36363636,9.8
04/02/1951 00:00,-14.48181818,30.3
05/02/1951 00:00,-14.42727273,5.5
06/02/1951 00:00,-13.98181818,21.7
07/02/1951 00:00,-12.76363636,72.4
08/02/1951 00:00,-14.45454545,42.4
09/02/1951 00:00,-16.32727273,31.6
10/02/1951 00:00,-16.78181818,57
11/02/1951 00:00,-13.82727273,27.6
12/02/1951 00:00,-8.845454545,25.8
13/02/1951 00:00,-7.390909091,4.8
14/02/1951 00:00,-7.590909091,13.8
15/02/1951 00:00,-9.290909091,1
16/02/1951 00:00,-7.718181818,2.3
17/02/1951 00:00,-3.836363636,15.2
18/02/1951 00:00,-2.027272727,1.4
19/02/1951 00:00,-2.954545455,35.7
20/02/1951 00:00,-3.081818182,3.6
21/02/1951 00:00,-2.709090909,32.9
22/02/1951 00:00,-2.572727273,8.1
23/02/1951 00:00,-3.509090909,23.6
24/02/1951 00:00,-4,44.9
25/02/1951 00:00,-2.1,19.4
26/02/1951 00:00,-3.309090909,25.9
27/02/1951 00:00,-5.936363636,18.6
28/02/1951 00:00,-8.454545455,44.5
01/03/1951 00:00,-9.181818182,34.8
02/03/1951 00:00,-9.209090909,4.4
03/03/1951 00:00,-9.718181818,43.9
04/03/1951 00:00,-8.727272727,26
05/03/1951 00:00,-10.17272727,21.8
06/03/1951 00:00,-11.05454545,20.2
07/03/1951 00:00,-9.509090909,25.4
08/03/1951 00:00,-11.08181818,8.2
09/03/1951 00:00,-12.78181818,29.2
10/03/1951 00:00,-10.7,9.2
11/03/1951 00:00,-9.809090909,26.7
12/03/1951 00:00,-4.690909091,17.8
13/03/1951 00:00,-3.018181818,1.3
14/03/1951 00:00,-4.054545455,38.7
15/03/1951 00:00,-3.018181818,46.2
16/03/1951 00:00,-3.363636364,38.9
17/03/1951 00:00,-4.027272727,19.3
18/03/1951 00:00,-3.718181818,12.2
19/03/1951 00:00,-2.472727273,55.9
20/03/1951 00:00,-3.290909091,14.1
21/03/1951 00:00,-3.754545455,11.4
22/03/1951 00:00,-3.581818182,8.9
23/03/1951 00:00,-3.281818182,42.9
24/03/1951 00:00,-1.118181818,31.1
25/03/1951 00:00,-1.090909091,15.3
26/03/1951 00:00,-0.890909091,21.1
27/03/1951 00:00,-1.027272727,14
28/03/1951 00:00,1.318181818,4.3
29/03/1951 00:00,1.409090909,66.3
30/03/1951 00:00,2.654545455,65.9
31/03/1951 00:00,2.418181818,23.2
01/04/1951 00:00,2.963636364,25.5
02/04/1951 00:00,2.881818182,35.6
03/04/1951 00:00,3.3,35.4
04/04/1951 00:00,4.390909091,11.7
05/04/1951 00:00,4.572727273,10.2
06/04/1951 00:00,4.727272727,25.9
07/04/1951 00:00,4.845454545,3.8
08/04/1951 00:00,4.509090909,15.5
09/04/1951 00:00,4.363636364,20.3
10/04/1951 00:00,3.909090909,75.8
11/04/1951 00:00,3.836363636,105.6
12/04/1951 00:00,4.972727273,112.6
13/04/1951 00:00,3.836363636,20.5
14/04/1951 00:00,2.663636364,37.4
15/04/1951 00:00,3.218181818,39.8
16/04/1951 00:00,3.636363636,11.2
17/04/1951 00:00,3.309090909,21.7
18/04/1951 00:00,1.563636364,19.8
19/04/1951 00:00,1.309090909,24.7
20/04/1951 00:00,2.336363636,43.7
21/04/1951 00:00,1.6,9.1
22/04/1951 00:00,4.236363636,46.3
23/04/1951 00:00,5.172727273,3
24/04/1951 00:00,5.754545455,7.9
25/04/1951 00:00,7.2,75.4
26/04/1951 00:00,8.2,30.3
27/04/1951 00:00,8.290909091,64
28/04/1951 00:00,9.890909091,24.7
29/04/1951 00:00,11.28181818,22.3
30/04/1951 00:00,8.909090909,44.3
01/05/1951 00:00,9.109090909,27.7
02/05/1951 00:00,9.345454545,15
03/05/1951 00:00,7.527272727,7.6
04/05/1951 00:00,7.927272727,9.7
05/05/1951 00:00,8.736363636,6.4
06/05/1951 00:00,10.42727273,0
07/05/1951 00:00,10.51818182,2.1
08/05/1951 00:00,11.07272727,8.9
09/05/1951 00:00,10.39090909,12.5
10/05/1951 00:00,9.4,22
11/05/1951 00:00,8.754545455,59.7
12/05/1951 00:00,10.60909091,19
13/05/1951 00:00,9.618181818,31.1
14/05/1951 00:00,11.67272727,3.3
15/05/1951 00:00,13.30909091,2.3
16/05/1951 00:00,13.81818182,25.6
17/05/1951 00:00,10.93636364,2.2
18/05/1951 00:00,10.98181818,5.8
19/05/1951 00:00,12.83636364,0.3
20/05/1951 00:00,13.25454545,0
21/05/1951 00:00,14.68181818,0
22/05/1951 00:00,16.54545455,46.7
23/05/1951 00:00,15.3,18.7
24/05/1951 00:00,12.53636364,55.6
25/05/1951 00:00,12.52727273,2
26/05/1951 00:00,14.55454545,5.7
27/05/1951 00:00,12.32727273,42.7
28/05/1951 00:00,10.99090909,56.6
29/05/1951 00:00,10.52727273,23.4
30/05/1951 00:00,10.25454545,30.8
31/05/1951 00:00,12.44545455,6.8
01/06/1951 00:00,14.26363636,37.4
02/06/1951 00:00,12.76363636,13.4
03/06/1951 00:00,12.87272727,29.9
04/06/1951 00:00,12.57272727,31.3
05/06/1951 00:00,11.75454545,15.8
06/06/1951 00:00,12.60909091,55.4
07/06/1951 00:00,12.36363636,13.5
08/06/1951 00:00,12.08181818,9.2
09/06/1951 00:00,12.71818182,16.3
10/06/1951 00:00,12.94545455,19.8
11/06/1951 00:00,13.21818182,0.6
12/06/1951 00:00,14.9,1.6
13/06/1951 00:00,15.51818182,25.9
14/06/1951 00:00,16.11818182,23.6
15/06/1951 00:00,15.17272727,7.4
16/06/1951 00:00,14.06363636,8.3
17/06/1951 00:00,14.88181818,9.7
18/06/1951 00:00,16.14545455,6.9
19/06/1951 00:00,16.22727273,31.8
20/06/1951 00:00,16.92727273,11.3
21/06/1951 00:00,16.13636364,2.8
22/06/1951 00:00,15.33636364,69.2
23/06/1951 00:00,15.53636364,64
24/06/1951 00:00,16.00909091,84.2
25/06/1951 00:00,15.38181818,54.4
26/06/1951 00:00,13.5,11.7
27/06/1951 00:00,13.67272727,13.1
28/06/1951 00:00,14.37272727,14.5
29/06/1951 00:00,15.46363636,22.7
30/06/1951 00:00,15.57272727,42.2
01/07/1951 00:00,15.69090909,20.6
02/07/1951 00:00,17.12727273,2.3
03/07/1951 00:00,17.50909091,0.8
04/07/1951 00:00,17.18181818,133.5
05/07/1951 00:00,16.43636364,68.8
06/07/1951 00:00,18.15454545,11.9
07/07/1951 00:00,19.00909091,6.8
08/07/1951 00:00,19.23636364,1.8
09/07/1951 00:00,19.2,15.2
10/07/1951 00:00,19.55454545,0
11/07/1951 00:00,19.33636364,33.7
12/07/1951 00:00,18.34545455,34.6
13/07/1951 00:00,18.46363636,17.8
14/07/1951 00:00,18.83636364,36
15/07/1951 00:00,18.92727273,59.1
16/07/1951 00:00,19.59090909,23.4
17/07/1951 00:00,18.58181818,3.3
18/07/1951 00:00,17.04545455,75.1
19/07/1951 00:00,17.33636364,67.7
20/07/1951 00:00,16.56363636,35.9
21/07/1951 00:00,17.00909091,10.7
22/07/1951 00:00,19.05454545,0.6
23/07/1951 00:00,18.59090909,2.8
24/07/1951 00:00,19.30909091,23.4
25/07/1951 00:00,19.49090909,17.4
26/07/1951 00:00,20.91818182,0
27/07/1951 00:00,19.81818182,10.1
28/07/1951 00:00,19.68181818,21.1
29/07/1951 00:00,19.22727273,49
30/07/1951 00:00,19.90909091,8.7
31/07/1951 00:00,18.86363636,4.8
01/08/1951 00:00,18.27272727,5.6
02/08/1951 00:00,18.1,19.6
03/08/1951 00:00,18.08181818,41.7
04/08/1951 00:00,17.82727273,1
05/08/1951 00:00,16.74545455,20.1
06/08/1951 00:00,15.58181818,5.8
07/08/1951 00:00,16.17272727,7.2
08/08/1951 00:00,16.96363636,64
09/08/1951 00:00,17.15454545,29.5
10/08/1951 00:00,17.85454545,9.1
11/08/1951 00:00,17.46363636,3.1
12/08/1951 00:00,17.87272727,12.8
13/08/1951 00:00,17.95454545,56.8
14/08/1951 00:00,17.43636364,39.4
15/08/1951 00:00,16.97272727,43.9
16/08/1951 00:00,14.8,31
17/08/1951 00:00,14.29090909,22.6
18/08/1951 00:00,15.48181818,39.9
19/08/1951 00:00,16.09090909,3.2
20/08/1951 00:00,16.55454545,26.4
21/08/1951 00:00,17.12727273,38.3
22/08/1951 00:00,15.73636364,34
23/08/1951 00:00,16.03636364,44.6
24/08/1951 00:00,15.86363636,27.7
25/08/1951 00:00,16.55454545,23.9
26/08/1951 00:00,15.70909091,5.4
27/08/1951 00:00,15.60909091,50.7
28/08/1951 00:00,16.91818182,18.2
29/08/1951 00:00,17.72727273,31.6
30/08/1951 00:00,17.28181818,70.9
31/08/1951 00:00,14.33636364,107
01/09/1951 00:00,12.64545455,4.6
02/09/1951 00:00,13,21.2
03/09/1951 00:00,14.14545455,15
04/09/1951 00:00,15.14545455,47
05/09/1951 00:00,14.33636364,6.1
06/09/1951 00:00,13.64545455,87.8
07/09/1951 00:00,14.52727273,20.9
08/09/1951 00:00,14.51818182,5.6
09/09/1951 00:00,14.59090909,1.1
10/09/1951 00:00,14.70909091,24.6
11/09/1951 00:00,14.94545455,5.6
12/09/1951 00:00,15.76363636,6.1
13/09/1951 00:00,16.6,46.5
14/09/1951 00:00,15.13636364,53
15/09/1951 00:00,15.44545455,2.3
16/09/1951 00:00,15.70909091,1.8
17/09/1951 00:00,14.87272727,2.8
18/09/1951 00:00,14.47272727,8.1
19/09/1951 00:00,13.56363636,8.9
20/09/1951 00:00,11.87272727,5.6
21/09/1951 00:00,12.8,5.8
22/09/1951 00:00,13.96363636,38.5
23/09/1951 00:00,10.46363636,36.7
24/09/1951 00:00,8.036363636,19.8
25/09/1951 00:00,7.581818182,43.1
26/09/1951 00:00,5.654545455,33
27/09/1951 00:00,7.863636364,68.3
28/09/1951 00:00,7.681818182,19.9
29/09/1951 00:00,7.536363636,20.6
30/09/1951 00:00,7.981818182,1.8
01/10/1951 00:00,9.518181818,6.8
02/10/1951 00:00,10.33636364,12.6
03/10/1951 00:00,11.41818182,8.4
04/10/1951 00:00,12.22727273,0
05/10/1951 00:00,12.77272727,21.2
06/10/1951 00:00,8.563636364,19.2
07/10/1951 00:00,7.509090909,79
08/10/1951 00:00,9.254545455,45.2
09/10/1951 00:00,9.681818182,0.8
10/10/1951 00:00,7.881818182,4.8
11/10/1951 00:00,7.6,11.7
12/10/1951 00:00,8.081818182,29
13/10/1951 00:00,5.609090909,11.5
14/10/1951 00:00,5.545454545,21.1
15/10/1951 00:00,6.554545455,15
16/10/1951 00:00,5.572727273,2.8
17/10/1951 00:00,5.081818182,13.2
18/10/1951 00:00,4.118181818,33
19/10/1951 00:00,3.181818182,34.4
20/10/1951 00:00,0.963636364,31.2
21/10/1951 00:00,1.309090909,3.5
22/10/1951 00:00,2.8,17.6
23/10/1951 00:00,4.409090909,23.7
24/10/1951 00:00,3.663636364,54.6
25/10/1951 00:00,2.372727273,31.1
26/10/1951 00:00,2.745454545,16.8
27/10/1951 00:00,3.281818182,1.6
28/10/1951 00:00,1.736363636,38.7
29/10/1951 00:00,1.281818182,17.5
30/10/1951 00:00,0.463636364,2.8
31/10/1951 00:00,0.781818182,1.8
01/11/1951 00:00,-2.227272727,27.4
02/11/1951 00:00,-1.7,60.2
03/11/1951 00:00,-1.036363636,87.7
04/11/1951 00:00,-0.936363636,32.1
05/11/1951 00:00,-1.4,11.8
06/11/1951 00:00,-1.981818182,41.9
07/11/1951 00:00,0.390909091,60.3
08/11/1951 00:00,2.527272727,30.3
09/11/1951 00:00,1.236363636,21.4
10/11/1951 00:00,1.2,16
11/11/1951 00:00,1.218181818,27.5
12/11/1951 00:00,0.363636364,9.2
13/11/1951 00:00,1.345454545,26.5
14/11/1951 00:00,2.709090909,45.2
15/11/1951 00:00,1.727272727,9.4
16/11/1951 00:00,-2.036363636,45.4
17/11/1951 00:00,-2.672727273,34.9
18/11/1951 00:00,-2.863636364,3.1
19/11/1951 00:00,-4.5,10
20/11/1951 00:00,-6.645454545,11.4
21/11/1951 00:00,-7.163636364,1.3
22/11/1951 00:00,-5.190909091,19.3
23/11/1951 00:00,-2.790909091,24.7
24/11/1951 00:00,-4.136363636,41.7
25/11/1951 00:00,-5.081818182,44.8
26/11/1951 00:00,-2.890909091,73.7
27/11/1951 00:00,-4.927272727,10.3
28/11/1951 00:00,-4.581818182,13.2
29/11/1951 00:00,-1.936363636,9.4
30/11/1951 00:00,-0.190909091,51.4
01/12/1951 00:00,0.854545455,42.5
02/12/1951 00:00,-0.481818182,9.5
03/12/1951 00:00,-2.3,8.4
04/12/1951 00:00,-0.727272727,29.2
05/12/1951 00:00,0.954545455,28.8
06/12/1951 00:00,0.881818182,14
07/12/1951 00:00,0.518181818,10.7
08/12/1951 00:00,-1.454545455,19.8
09/12/1951 00:00,-2.809090909,19.4
10/12/1951 00:00,-3.254545455,46.3
11/12/1951 00:00,-4.781818182,26.1
12/12/1951 00:00,-7.172727273,32.1
13/12/1951 00:00,-12.91818182,6.9
14/12/1951 00:00,-16.49090909,55.8
15/12/1951 00:00,-16.40909091,67.1
16/12/1951 00:00,-18.28181818,4.1
17/12/1951 00:00,-18.57272727,62.5
18/12/1951 00:00,-15.98181818,93.3
19/12/1951 00:00,-18.43636364,35.1
20/12/1951 00:00,-15.80909091,93.8
21/12/1951 00:00,-8.536363636,80.9
22/12/1951 00:00,-10.09090909,5.1
23/12/1951 00:00,-13.24545455,17.6
24/12/1951 00:00,-12.29090909,28.5
25/12/1951 00:00,-12.80909091,42.2
26/12/1951 00:00,-13.69090909,50.4
27/12/1951 00:00,-14.35454545,6.5
28/12/1951 00:00,-14.18181818,43.1
29/12/1951 00:00,-11.03636364,30.2
30/12/1951 00:00,-10.25454545,32.2
31/12/1951 00:00,-10.02727273,53.7
01/01/1952 00:00,-6.9,15
02/01/1952 00:00,-7.718181818,13.4
03/01/1952 00:00,-9.827272727,44
04/01/1952 00:00,-9.609090909,19.5
05/01/1952 00:00,-10.15454545,17.1
06/01/1952 00:00,-9.281818182,25.2
07/01/1952 00:00,-11.52727273,20.3
08/01/1952 00:00,-12.02727273,40.2
09/01/1952 00:00,-11.39090909,8.1
10/01/1952 00:00,-12.16363636,35.7
11/01/1952 00:00,-12.41818182,19.3
12/01/1952 00:00,-11.46363636,12
13/01/1952 00:00,-8.845454545,28
14/01/1952 00:00,-11.50909091,17.1
15/01/1952 00:00,-10.14545455,28.7
16/01/1952 00:00,-10.35454545,18
17/01/1952 00:00,-9.318181818,28.7
18/01/1952 00:00,-8.136363636,24.4
19/01/1952 00:00,-13.3,44.2
20/01/1952 00:00,-11.72727273,42.2
21/01/1952 00:00,-16.32727273,16.5
22/01/1952 00:00,-17.61818182,48.5
23/01/1952 00:00,-16.09090909,23.8
24/01/1952 00:00,-18.05454545,41.3
25/01/1952 00:00,-16.63636364,34.9
26/01/1952 00:00,-12.23636364,39.7
27/01/1952 00:00,-7.290909091,22.2
28/01/1952 00:00,-9.418181818,34
29/01/1952 00:00,-13.41818182,44.5
30/01/1952 00:00,-11.38181818,21.2
31/01/1952 00:00,-7.136363636,10.8
01/02/1952 00:00,-3.463636364,7
02/02/1952 00:00,-2.172727273,17.9
03/02/1952 00:00,-6.227272727,47.1
04/02/1952 00:00,-4.881818182,50.1
05/02/1952 00:00,-3.472727273,21.2
06/02/1952 00:00,-3.663636364,49.8
07/02/1952 00:00,-5.827272727,12
08/02/1952 00:00,-5.590909091,68.1
09/02/1952 00:00,-4.009090909,49.7
10/02/1952 00:00,-4.072727273,22.1
11/02/1952 00:00,-3.936363636,30.5
12/02/1952 00:00,-6.227272727,4.6
13/02/1952 00:00,-7.827272727,6.1
14/02/1952 00:00,-7.909090909,14.7
15/02/1952 00:00,-8.472727273,1.1
16/02/1952 00:00,-10.1,10.6
17/02/1952 00:00,-9.936363636,40.9
18/02/1952 00:00,-9.236363636,59
19/02/1952 00:00,-9.1,56.7
20/02/1952 00:00,-8.7,26.8
21/02/1952 00:00,-7.390909091,33.8
22/02/1952 00:00,-7.127272727,10.9
23/02/1952 00:00,-8.336363636,6.5
24/02/1952 00:00,-7.418181818,8.7
25/02/1952 00:00,-4.5,14.7
26/02/1952 00:00,-4.536363636,16.5
27/02/1952 00:00,-4.927272727,30
28/02/1952 00:00,-5.190909091,72.4
29/02/1952 00:00,-6.5,5.9
01/03/1952 00:00,-10.98181818,7.7
02/03/1952 00:00,-11.2,21.3
03/03/1952 00:00,-10.62727273,8.1
04/03/1952 00:00,-8.045454545,45.5
05/03/1952 00:00,-5.509090909,4.8
06/03/1952 00:00,-4.281818182,10.7
07/03/1952 00:00,-3.727272727,10.8
08/03/1952 00:00,-3.009090909,15.5
09/03/1952 00:00,-2.909090909,51.4
10/03/1952 00:00,-4.018181818,67.1
11/03/1952 00:00,-3.681818182,75.1
12/03/1952 00:00,-4.054545455,36.3
13/03/1952 00:00,-5.590909091,2.8
14/03/1952 00:00,-6.027272727,33.3
15/03/1952 00:00,-6.709090909,7.9
16/03/1952 00:00,-4.736363636,31.7
17/03/1952 00:00,-3.127272727,14.5
18/03/1952 00:00,-2.781818182,7.9
19/03/1952 00:00,-2.036363636,34.1
20/03/1952 00:00,-2.218181818,19.3
21/03/1952 00:00,-1.7,4.1
22/03/1952 00:00,-2.236363636,8.9
23/03/1952 00:00,-2.181818182,29.9
24/03/1952 00:00,-2.154545455,11.4
25/03/1952 00:00,-0.754545455,10.6
26/03/1952 00:00,-0.636363636,10.3
27/03/1952 00:00,0.427272727,9.2
28/03/1952 00:00,0.572727273,3.8
29/03/1952 00:00,0.227272727,3
30/03/1952 00:00,-0.445454545,25.4
31/03/1952 00:00,0.136363636,6.6
01/04/1952 00:00,0.672727273,23.6
02/04/1952 00:00,0.836363636,25.3
03/04/1952 00:00,1.272727273,22.3
04/04/1952 00:00,2.7,28
05/04/1952 00:00,3.272727273,85.6
06/04/1952 00:00,2.527272727,13.2
07/04/1952 00:00,1.8,5.2
08/04/1952 00:00,0.336363636,5.4
09/04/1952 00:00,1.418181818,0
10/04/1952 00:00,4.536363636,3.8
11/04/1952 00:00,1.745454545,14.2
12/04/1952 00:00,3.109090909,6.7
13/04/1952 00:00,4.345454545,70.4
14/04/1952 00:00,6.3,20.4
15/04/1952 00:00,6.127272727,17.3
16/04/1952 00:00,7.018181818,2.5
17/04/1952 00:00,8.754545455,0
18/04/1952 00:00,9.627272727,2.6
19/04/1952 00:00,9.990909091,8.7
20/04/1952 00:00,9.618181818,20.4
21/04/1952 00:00,6.863636364,0
22/04/1952 00:00,8.554545455,23.6
23/04/1952 00:00,7.245454545,3.3
24/04/1952 00:00,7.690909091,0
25/04/1952 00:00,10.54545455,0
26/04/1952 00:00,11.50909091,8.9
27/04/1952 00:00,10.75454545,6.3
28/04/1952 00:00,11.30909091,6.9
29/04/1952 00:00,11.51818182,23.4
30/04/1952 00:00,9.236363636,20.6
01/05/1952 00:00,8.163636364,2
02/05/1952 00:00,8.336363636,3.6
03/05/1952 00:00,7.390909091,12.7
04/05/1952 00:00,8.227272727,19.1
05/05/1952 00:00,6.772727273,5.8
06/05/1952 00:00,7.618181818,63.9
07/05/1952 00:00,7.6,25.6
08/05/1952 00:00,8.690909091,22.6
09/05/1952 00:00,9.336363636,7.6
10/05/1952 00:00,9.436363636,8.6
11/05/1952 00:00,9.181818182,76.9
12/05/1952 00:00,9.318181818,52.5
13/05/1952 00:00,9.581818182,36.4
14/05/1952 00:00,8.981818182,64.5
15/05/1952 00:00,8.427272727,14.2
16/05/1952 00:00,7.836363636,7.6
17/05/1952 00:00,9.836363636,0
18/05/1952 00:00,11.16363636,2.1
19/05/1952 00:00,12.15454545,12.2
20/05/1952 00:00,12.48181818,49.7
21/05/1952 00:00,11.34545455,70.7
22/05/1952 00:00,12.39090909,3.8
23/05/1952 00:00,12.5,1.3
24/05/1952 00:00,12.88181818,46.7
25/05/1952 00:00,12.7,57.5
26/05/1952 00:00,12.49090909,19.5
27/05/1952 00:00,10.66363636,18.6
28/05/1952 00:00,10.81818182,21.1
29/05/1952 00:00,11.09090909,25.9
30/05/1952 00:00,10.45454545,0.3
31/05/1952 00:00,12.03636364,11.4
01/06/1952 00:00,13.81818182,121.2
02/06/1952 00:00,13.64545455,25.6
03/06/1952 00:00,14.28181818,34
04/06/1952 00:00,16.69090909,20.2
05/06/1952 00:00,16.47272727,2.3
06/06/1952 00:00,16.41818182,49.6
07/06/1952 00:00,15.04545455,63.6
08/06/1952 00:00,14.34545455,11.9
09/06/1952 00:00,15.87272727,0.3
10/06/1952 00:00,15.39090909,47.9
11/06/1952 00:00,14,22.9
12/06/1952 00:00,14.21818182,31.5
13/06/1952 00:00,14.84545455,22.1
14/06/1952 00:00,15.83636364,2.3
15/06/1952 00:00,17.57272727,62.7
16/06/1952 00:00,14.06363636,20.7
17/06/1952 00:00,15.01818182,65.9
18/06/1952 00:00,14.82727273,12.2
19/06/1952 00:00,14.89090909,10.7
20/06/1952 00:00,14.38181818,6.8
21/06/1952 00:00,15.27272727,17.3
22/06/1952 00:00,15.60909091,82
23/06/1952 00:00,16.40909091,7.4
24/06/1952 00:00,18.13636364,59.3
25/06/1952 00:00,17.32727273,10.4
26/06/1952 00:00,17.22727273,88.2
27/06/1952 00:00,15.64545455,26.9
28/06/1952 00:00,15.65454545,65
29/06/1952 00:00,16.5,7.7
30/06/1952 00:00,16.7,45
01/07/1952 00:00,16.74545455,2
02/07/1952 00:00,17.4,7.4
03/07/1952 00:00,19.44545455,32.8
04/07/1952 00:00,19.69090909,0
05/07/1952 00:00,19.57272727,7.8
06/07/1952 00:00,17.91818182,3.1
07/07/1952 00:00,18.83636364,3.6
08/07/1952 00:00,20.78181818,29.5
09/07/1952 00:00,19.74545455,105.1
10/07/1952 00:00,17.5,37.5
11/07/1952 00:00,18.44545455,20.9
12/07/1952 00:00,19.70909091,3
13/07/1952 00:00,19.17272727,0
14/07/1952 00:00,20.53636364,11.2
15/07/1952 00:00,21.36363636,37.2
16/07/1952 00:00,19.47272727,6.1
17/07/1952 00:00,18.96363636,8.1
18/07/1952 00:00,19.40909091,77.1
19/07/1952 00:00,19.34545455,31.7
20/07/1952 00:00,18.28181818,71.7
21/07/1952 00:00,17.76363636,13.6
22/07/1952 00:00,19.2,14.2
23/07/1952 00:00,21.34545455,12.8
24/07/1952 00:00,19.3,16.5
25/07/1952 00:00,18.98181818,5.8
26/07/1952 00:00,19.7,26.1
27/07/1952 00:00,20.1,0.3
