LOCAL_DATE,mean_temp,mean_prec,,,,
24/11/1984 00:00,0.1,17.9,24/11/1984,55.74257426,31.87064677,0.078719212
25/11/1984 00:00,-1.476923077,14.2,25/11/1984,55.94554455,34.64179104,0.045693069
26/11/1984 00:00,-1.023076923,12.6,26/11/1984,56.98522167,36.73134328,0.116551724
27/11/1984 00:00,-1.361538462,43.3,27/11/1984,55.03465347,35.33663366,0.331666667
28/11/1984 00:00,-0.115384615,14.1,28/11/1984,52.63546798,32.4729064,0.199460784
29/11/1984 00:00,-0.807692308,55.1,29/11/1984,51.07881773,31.8358209,0.056666667
30/11/1984 00:00,-1.361538462,17.2,30/11/1984,50.76847291,31.97014925,0.049753695
01/12/1984 00:00,-4.138461538,23.4,01/12/1984,50,31.32512315,0.018965517
02/12/1984 00:00,-6.476923077,9,02/12/1984,48.52216749,28.89655172,0.159310345
03/12/1984 00:00,-5.938461538,42.9,03/12/1984,44.67821782,26.5320197,0.07877451
04/12/1984 00:00,-4.430769231,25.5,04/12/1984,38.89655172,24.28358209,0.084313725
05/12/1984 00:00,-7.138461538,5.2,05/12/1984,38.90640394,23.98029557,0.195369458
06/12/1984 00:00,-2.930769231,90.8,06/12/1984,39.63366337,18.48768473,0.096157635
07/12/1984 00:00,-2.453846154,68.8,07/12/1984,44.76847291,20.37623762,0.010245098
08/12/1984 00:00,-3.069230769,35.9,08/12/1984,52.01970443,27.56,0.022660099
09/12/1984 00:00,-2.161538462,8.6,09/12/1984,54.75862069,31.54679803,0.021732673
10/12/1984 00:00,-4.284615385,7.8,10/12/1984,53.62871287,34.51485149,0.07729064
11/12/1984 00:00,-6.023076923,66.5,11/12/1984,52.91625616,34.98029557,0.03245098
12/12/1984 00:00,-4.3,26,12/12/1984,51.56650246,33.86206897,0.061715686
13/12/1984 00:00,-3.669230769,47.2,13/12/1984,50.35643564,34.35960591,0.161372549
14/12/1984 00:00,-6.3,41.3,14/12/1984,50.26108374,34.61881188,0.104384236
15/12/1984 00:00,-9.9,26.3,15/12/1984,53.21890547,35.93596059,0.1508867
16/12/1984 00:00,-9.430769231,9.4,16/12/1984,53.46305419,35.00995025,0.089064039
17/12/1984 00:00,-6.523076923,5.1,17/12/1984,49.8817734,31.71782178,0.035049505
18/12/1984 00:00,-7.192307692,8.8,18/12/1984,46.32673267,28.07389163,0.045931373
19/12/1984 00:00,-5.738461538,35.4,19/12/1984,46.46534653,30.25123153,0.102107843
20/12/1984 00:00,-6.469230769,28.9,20/12/1984,47.04950495,30.63054187,0.086847291
21/12/1984 00:00,-12.3,50.4,21/12/1984,51.51724138,32.52970297,0.205588235
22/12/1984 00:00,-10.01538462,49.7,22/12/1984,48.82178218,28.65517241,0.048284314
23/12/1984 00:00,-10.61538462,11.1,23/12/1984,47.13861386,27.15841584,0.009359606
24/12/1984 00:00,-8.330769231,25.2,24/12/1984,45.65517241,23.14851485,0.038669951
25/12/1984 00:00,-12.09230769,51.7,25/12/1984,42.19306931,21.73891626,0.010588235
26/12/1984 00:00,-16.85384615,13.8,26/12/1984,44.93034826,26.16,0.049362745
27/12/1984 00:00,-19.13076923,10.8,27/12/1984,51.57425743,34.80597015,0.086305419
28/12/1984 00:00,-15.75384615,78.6,28/12/1984,58.32673267,39.31840796,0.072941176
29/12/1984 00:00,-12.53076923,29,29/12/1984,56.28078818,36.2970297,0.149359606
30/12/1984 00:00,-14.38461538,6.4,30/12/1984,49.155,32.43564356,0.07075
31/12/1984 00:00,-15.06153846,3.4,31/12/1984,44.81188119,29.61386139,0.219215686
01/01/1985 00:00,-11.30769231,115,01/01/1985,44.52736318,24.74752475,0.166600985
02/01/1985 00:00,-6.376923077,10.4,02/01/1985,39.36138614,21.82758621,0.084729064
03/01/1985 00:00,-5.753846154,1.6,03/01/1985,39.06965174,21.67487685,0.142794118
04/01/1985 00:00,-5.715384615,8.6,04/01/1985,41.34158416,22.36138614,0.051470588
05/01/1985 00:00,-5.584615385,37.7,05/01/1985,42.74626866,24.73631841,0.011813725
06/01/1985 00:00,-8.315384615,6.6,06/01/1985,44.72906404,26.06965174,0.005
07/01/1985 00:00,-11.69230769,19.3,07/01/1985,43.72906404,27.71641791,0.043284314
08/01/1985 00:00,-13.20769231,12.2,08/01/1985,38.80788177,22.25123153,0.035588235
09/01/1985 00:00,-14.25384615,2,09/01/1985,35.84729064,20.49753695,0.0525
10/01/1985 00:00,-13.74615385,1.7,10/01/1985,35.58128079,21.06896552,0.057931034
11/01/1985 00:00,-10.84615385,3.4,11/01/1985,32.55223881,16.41089109,0.016534653
12/01/1985 00:00,-6.923076923,15,12/01/1985,31.23267327,14.58128079,0.016305419
13/01/1985 00:00,-7.246153846,7,13/01/1985,38.42857143,18.045,0.007794118
14/01/1985 00:00,-6.792307692,20.7,14/01/1985,40.80295567,20.02475248,0.021911765
15/01/1985 00:00,-7.1,36.7,15/01/1985,36.78817734,17.30541872,0.006078431
16/01/1985 00:00,-9.215384615,26.4,16/01/1985,37.41293532,19.84924623,0.098965517
17/01/1985 00:00,-10.22307692,28.3,17/01/1985,41.60591133,23.73399015,0.114901961
18/01/1985 00:00,-13.83076923,11.7,18/01/1985,42.39408867,21.90147783,0.02817734
19/01/1985 00:00,-14.16153846,31.1,19/01/1985,36.80099502,12.2955665,0.037673267
20/01/1985 00:00,-12.36923077,34.8,20/01/1985,26.06,2.330049261,0.028823529
21/01/1985 00:00,-10.64615385,39,21/01/1985,26.71428571,6.733990148,0.012205882
22/01/1985 00:00,-7.638461538,7.8,22/01/1985,33.74384236,15.65,0.008627451
23/01/1985 00:00,-4.523076923,2.6,23/01/1985,38.0990099,20.21782178,0.009411765
24/01/1985 00:00,-6.453846154,6.9,24/01/1985,42.28571429,24.0591133,0.027990196
25/01/1985 00:00,-7.638461538,17,25/01/1985,41.22277228,20,0.031773399
26/01/1985 00:00,-8.230769231,17.5,26/01/1985,36.37623762,16.36453202,0.01745098
27/01/1985 00:00,-10.68461538,6.4,27/01/1985,38.48019802,19.65346535,0.094705882
28/01/1985 00:00,-9.569230769,7.6,28/01/1985,36.88118812,21.10891089,0.060837438
29/01/1985 00:00,-12.79230769,0.8,29/01/1985,37.68965517,19.74384236,0.021133005
30/01/1985 00:00,-15.24615385,2.2,30/01/1985,36.33004926,15.73399015,0.07745098
31/01/1985 00:00,-14.06153846,17.4,31/01/1985,32.1840796,13.57920792,0.151421569
01/02/1985 00:00,-13.68461538,11.1,01/02/1985,27.8159204,11.69346734,0.207178218
02/02/1985 00:00,-14.48461538,25.9,02/02/1985,27.8358209,10.37,0.115820896
03/02/1985 00:00,-16.96153846,31.9,03/02/1985,27.07,8.805970149,0.014405941
04/02/1985 00:00,-15.01538462,9.8,04/02/1985,28.91542289,9.809045226,0.06450495
05/02/1985 00:00,-15.32307692,13.8,05/02/1985,32.635,15.52,0.210445545
06/02/1985 00:00,-17.53846154,18,06/02/1985,33.845,15.960199,0.077871287
07/02/1985 00:00,-18.62307692,8.1,07/02/1985,32.37313433,13.33,0.070298507
08/02/1985 00:00,-17.06923077,27.1,08/02/1985,33.865,12.55721393,0.057114428
09/02/1985 00:00,-14.59230769,21.2,09/02/1985,38.32,17.19191919,0.0418
10/02/1985 00:00,-13.60769231,11.2,10/02/1985,40.595,20.6,0.121243781
11/02/1985 00:00,-12.56923077,27.2,11/02/1985,42.42424242,22.36318408,0.238910891
12/02/1985 00:00,-8.030769231,28,12/02/1985,42.48,22.35820896,0.164029851
13/02/1985 00:00,-5.661538462,71,13/02/1985,42.39800995,22.835,0.043910891
14/02/1985 00:00,-5.315384615,21.3,14/02/1985,41.76119403,22.6,0.017623762
15/02/1985 00:00,-4.338461538,8.3,15/02/1985,41.575,19.88557214,0.005990099
16/02/1985 00:00,-5.730769231,6.8,16/02/1985,46.235,22.025,0.001831683
17/02/1985 00:00,-7.538461538,13.1,17/02/1985,49.46766169,27.17412935,0.002338308
18/02/1985 00:00,-6.661538462,8.4,18/02/1985,49.88557214,28.13930348,0.017128713
19/02/1985 00:00,-5.515384615,38.4,19/02/1985,50.29850746,30.345,0.026169154
20/02/1985 00:00,-6.161538462,6.2,20/02/1985,52.6,32.37688442,0.051741294
21/02/1985 00:00,-6.738461538,25.4,21/02/1985,54.24875622,35.535,0.106517413
22/02/1985 00:00,-3.176923077,30.4,22/02/1985,56.7761194,40.94974874,0.147562189
23/02/1985 00:00,-1.338461538,55.1,23/02/1985,57.68159204,41.4,0.300148515
24/02/1985 00:00,-1.569230769,105.4,24/02/1985,57.74626866,39.24875622,0.139851485
25/02/1985 00:00,-4.6,53.4,25/02/1985,55.135,37.51741294,0.113233831
26/02/1985 00:00,-3.9,0.2,26/02/1985,52.82089552,35.105,0.040247525
27/02/1985 00:00,-2.076923077,45.8,27/02/1985,52.27363184,30.65671642,0.027277228
28/02/1985 00:00,-3.138461538,15.8,28/02/1985,55.26262626,31.54545455,0.026633166
01/03/1985 00:00,-2.815384615,24,01/03/1985,56.47783251,36.37,0.088866995
02/03/1985 00:00,-4.269230769,37.3,02/03/1985,53.96534653,35.55223881,0.020788177
03/03/1985 00:00,-7.9,24.2,03/03/1985,51.72139303,32.9,0.172722772
04/03/1985 00:00,-11.36923077,89.1,04/03/1985,52.76732673,31.86567164,0.275247525
05/03/1985 00:00,-9.261538462,84,05/03/1985,49.63,29.11386139,0.045369458
06/03/1985 00:00,-9.423076923,6.7,06/03/1985,49.35175879,28.02475248,0.011428571
07/03/1985 00:00,-6.615384615,0.8,07/03/1985,55.01485149,32.92039801,0.03
08/03/1985 00:00,-1.769230769,34.1,08/03/1985,59.53960396,37.88557214,0.03453202
09/03/1985 00:00,-0.876923077,2,09/03/1985,61.02487562,37.57920792,0.005566502
10/03/1985 00:00,-0.792307692,0.2,10/03/1985,62.61691542,38.03482587,0.027931034
11/03/1985 00:00,0.084615385,8,11/03/1985,61.07920792,40.69154229,0.106519608
12/03/1985 00:00,0.346153846,125.5,12/03/1985,57.34170854,38.85148515,0.096059113
13/03/1985 00:00,1.415384615,61.6,13/03/1985,57.03,36.51485149,0.06
14/03/1985 00:00,0.576923077,24,14/03/1985,58.04950495,37.17326733,0.042598039
15/03/1985 00:00,-1.638461538,0,15/03/1985,56.08955224,34.33663366,0.026029412
16/03/1985 00:00,-2.023076923,2,16/03/1985,56.91089109,35.51980198,0.04
17/03/1985 00:00,-1.246153846,11.8,17/03/1985,57.255,34.59701493,0.028039216
18/03/1985 00:00,-2.723076923,19,18/03/1985,56.24875622,31.12935323,0.013333333
19/03/1985 00:00,-2.492307692,12.2,19/03/1985,60.96534653,33.13930348,0.028235294
20/03/1985 00:00,-1.5,11.4,20/03/1985,61.54,37.04,0.149656863
21/03/1985 00:00,-3.230769231,22.1,21/03/1985,55.845,36.74752475,0.210980392
22/03/1985 00:00,-2.869230769,20.8,22/03/1985,55.10447761,36.47524752,0.090098039
23/03/1985 00:00,-0.069230769,23.1,23/03/1985,57.37313433,37.96,0.119458128
24/03/1985 00:00,-0.046153846,11.2,24/03/1985,58.27227723,37.66831683,0.058423645
25/03/1985 00:00,-2.446153846,3.6,25/03/1985,57.93034826,35.94554455,0.01950495
26/03/1985 00:00,-2.5,4.3,26/03/1985,63.53233831,36.82673267,0.076470588
27/03/1985 00:00,0.330769231,10.4,27/03/1985,64.62,42.75124378,0.13817734
28/03/1985 00:00,1.092307692,49.5,28/03/1985,65.13861386,47.09405941,0.148431373
29/03/1985 00:00,1.530769231,11.1,29/03/1985,61.2238806,44.21782178,0.158669951
30/03/1985 00:00,1.407692308,17,30/03/1985,57.365,40.11,0.205392157
31/03/1985 00:00,0.584615385,61.5,31/03/1985,57.30348259,38.21393035,0.210735294
01/04/1985 00:00,2.1,37.8,01/04/1985,58.78109453,37.05940594,0.037227723
02/04/1985 00:00,1.376923077,21.3,02/04/1985,62.99004975,36.87128713,0.017931034
03/04/1985 00:00,0.653846154,21.9,03/04/1985,66.04950495,39.74,0.018613861
04/04/1985 00:00,1.430769231,20,04/04/1985,65.55445545,42.05970149,0.063217822
05/04/1985 00:00,1.430769231,59.2,05/04/1985,64.89,42.54228856,0.1891133
06/04/1985 00:00,2.976923077,40.4,06/04/1985,62.46534653,40.27722772,0.051625616
07/04/1985 00:00,3.269230769,1.4,07/04/1985,61.1840796,39.68656716,0.022574257
08/04/1985 00:00,2.515384615,9.2,08/04/1985,57.76616915,35.93564356,0.029704433
09/04/1985 00:00,1.276923077,8.2,09/04/1985,58.83168317,34.21782178,0.024187192
10/04/1985 00:00,1.169230769,22,10/04/1985,64.13432836,37.07462687,0.035714286
11/04/1985 00:00,2.123076923,13.9,11/04/1985,68.98514851,43.535,0.023349754
12/04/1985 00:00,3.1,5.6,12/04/1985,71.63366337,45.5920398,0.067277228
13/04/1985 00:00,2.9,12.2,13/04/1985,70.43283582,47.67326733,0.124137931
14/04/1985 00:00,3.438461538,13,14/04/1985,70.65346535,47.52736318,0.067536946
15/04/1985 00:00,5.8,30,15/04/1985,73.27860697,48.3960396,0.081034483
16/04/1985 00:00,6.507692308,37.7,16/04/1985,72.46766169,47.31840796,0.025615764
17/04/1985 00:00,3.346153846,7.2,17/04/1985,72.64851485,46.039801,0.010295567
18/04/1985 00:00,3.8,24.7,18/04/1985,76.7970297,49.36318408,0.030295567
19/04/1985 00:00,5.146153846,43.2,19/04/1985,75.12376238,52.56435644,0.067093596
20/04/1985 00:00,4.746153846,38.3,20/04/1985,74.9009901,51.40594059,0.055920398
21/04/1985 00:00,5.461538462,10.9,21/04/1985,75.53465347,52.00990099,0.075544554
22/04/1985 00:00,6.184615385,13.2,22/04/1985,74.26732673,52.81094527,0.168029557
23/04/1985 00:00,5.807692308,8.2,23/04/1985,73.485,51.68811881,0.16270936
24/04/1985 00:00,5.938461538,52.4,24/04/1985,69.83663366,47.91584158,0.097871287
25/04/1985 00:00,5.838461538,18.4,25/04/1985,68.77227723,46.9950495,0.077389163
26/04/1985 00:00,6.761538462,29.8,26/04/1985,70.37810945,47.8241206,0.088916256
27/04/1985 00:00,7.469230769,22.4,27/04/1985,70.24752475,49.77889447,0.093399015
28/04/1985 00:00,7.307692308,28.6,28/04/1985,73.46534653,49.95049505,0.072807882
29/04/1985 00:00,7.507692308,15.4,29/04/1985,74.32,50.1840796,0.057339901
30/04/1985 00:00,8.930769231,3.8,30/04/1985,77.04455446,50.53233831,0.094679803
01/05/1985 00:00,9.307692308,7.9,01/05/1985,74.83084577,51.77386935,0.125172414
02/05/1985 00:00,10.65384615,3.2,02/05/1985,73.51243781,50.675,0.16460396
03/05/1985 00:00,9.976923077,58.6,03/05/1985,72.74626866,49.14925373,0.122807882
04/05/1985 00:00,8.576923077,60.2,04/05/1985,73.74752475,47.69154229,0.033300493
05/05/1985 00:00,7.307692308,76.4,05/05/1985,75.18811881,50.32338308,0.047438424
06/05/1985 00:00,7.984615385,19.1,06/05/1985,74.76732673,51.02475248,0.04970297
07/05/1985 00:00,8.746153846,24,07/05/1985,75.12437811,51.21393035,0.0291133
08/05/1985 00:00,7.630769231,32.3,08/05/1985,75.0990099,50.46039604,0.081477833
09/05/1985 00:00,8.538461538,3,09/05/1985,76.75247525,51.81094527,0.036600985
10/05/1985 00:00,11.8,39.3,10/05/1985,78.11,56.08542714,0.071782178
11/05/1985 00:00,10.56153846,5.4,11/05/1985,77.04950495,55.97512438,0.071881188
12/05/1985 00:00,9.061538462,26,12/05/1985,75.80693069,54.545,0.130935961
13/05/1985 00:00,9.953846154,36.3,13/05/1985,76.33497537,53.24257426,0.173039216
14/05/1985 00:00,8.130769231,27.1,14/05/1985,76.83084577,53.25123153,0.152068966
15/05/1985 00:00,9.646153846,3.5,15/05/1985,74.96551724,52.59605911,0.121764706
16/05/1985 00:00,12.1,5.5,16/05/1985,74.46733668,53.27,0.075714286
17/05/1985 00:00,13.69230769,20.7,17/05/1985,72.59605911,51.76847291,0.092696078
18/05/1985 00:00,12.03846154,45.5,18/05/1985,73.93596059,49.01970443,0.069411765
19/05/1985 00:00,11.14615385,7.3,19/05/1985,77.09852217,49.43069307,0.020588235
20/05/1985 00:00,13.13846154,43.4,20/05/1985,77.35960591,53.2039801,0.08729064
21/05/1985 00:00,13.48461538,7.4,21/05/1985,76.86699507,53.4137931,0.152647059
22/05/1985 00:00,13.33076923,47.6,22/05/1985,77.57920792,53.43349754,0.128578431
23/05/1985 00:00,13.8,9.5,23/05/1985,78.20197044,54.09852217,0.099306931
24/05/1985 00:00,13.06153846,75.8,24/05/1985,79.50246305,54.28712871,0.057843137
25/05/1985 00:00,12.33846154,49.4,25/05/1985,81.2364532,54.52238806,0.046534653
26/05/1985 00:00,11.33076923,27.1,26/05/1985,80.90594059,56.22277228,0.073251232
27/05/1985 00:00,11.59230769,55.5,27/05/1985,78.82178218,56.02475248,0.119158416
28/05/1985 00:00,11.90769231,11.8,28/05/1985,77.02475248,56.00985222,0.108823529
29/05/1985 00:00,11.86153846,30.8,29/05/1985,77.3546798,54.98522167,0.120294118
30/05/1985 00:00,13.36153846,9.2,30/05/1985,79.87128713,57.14851485,0.116519608
31/05/1985 00:00,12.96153846,50.8,31/05/1985,79.91044776,58.75621891,0.076108374
01/06/1985 00:00,12,41.6,01/06/1985,79.8159204,57.57920792,0.055920398
02/06/1985 00:00,13.77692308,1.3,02/06/1985,78.97044335,56.42574257,0.066683168
03/06/1985 00:00,12.66923077,11,03/06/1985,78.8226601,56.75369458,0.076748768
04/06/1985 00:00,13.17692308,6.1,04/06/1985,78.04433498,57.95073892,0.119754902
05/06/1985 00:00,13.35384615,44.8,05/06/1985,78.98019802,58.59605911,0.141372549
06/06/1985 00:00,13.18461538,120.3,06/06/1985,81.2029703,58.85148515,0.133004926
07/06/1985 00:00,13.51538462,34.2,07/06/1985,84.93532338,59.71921182,0.143088235
08/06/1985 00:00,14.39230769,16.2,08/06/1985,87.37931034,61.63366337,0.021372549
09/06/1985 00:00,13.95384615,29,09/06/1985,85.15270936,61.09852217,0.052892157
10/06/1985 00:00,12.96923077,9.8,10/06/1985,82.56157635,60.01477833,0.11546798
11/06/1985 00:00,12.80769231,5.6,11/06/1985,78.31840796,58.21782178,0.255784314
12/06/1985 00:00,13.3,28.5,12/06/1985,75.91584158,54.91133005,0.120098039
13/06/1985 00:00,11.80769231,48.2,13/06/1985,77.27093596,53,0.042205882
14/06/1985 00:00,13.12307692,17.6,14/06/1985,79.20197044,54.84079602,0.063676471
15/06/1985 00:00,13.76923077,12.6,15/06/1985,81.75862069,58.07425743,0.162598039
16/06/1985 00:00,13.37692308,15.4,16/06/1985,84.0591133,60.95566502,0.13377451
17/06/1985 00:00,14.3,145.6,17/06/1985,83.52736318,60.96039604,0.107487685
18/06/1985 00:00,15.19230769,71.8,18/06/1985,81.00985222,60.2029703,0.134509804
19/06/1985 00:00,15.19230769,28.7,19/06/1985,80.77339901,57.04926108,0.031764706
20/06/1985 00:00,15.22307692,28.9,20/06/1985,83.25123153,56.90547264,0.026911765
21/06/1985 00:00,14.82307692,9.6,21/06/1985,83.82178218,58.97524752,0.086206897
22/06/1985 00:00,13.83846154,23.2,22/06/1985,84.408867,59.57920792,0.117647059
23/06/1985 00:00,14.88461538,67.2,23/06/1985,85.66009852,61.63861386,0.063103448
24/06/1985 00:00,12.75384615,53.1,24/06/1985,84.92610837,60.77227723,0.056617647
25/06/1985 00:00,12.68461538,51.2,25/06/1985,83.64039409,59.56435644,0.114901961
26/06/1985 00:00,12.36153846,35.3,26/06/1985,82.80693069,59.44554455,0.147205882
27/06/1985 00:00,13.83846154,118.7,27/06/1985,81.25742574,58.3960396,0.0975
28/06/1985 00:00,16.44615385,18,28/06/1985,80.92574257,57.50738916,0.076568627
29/06/1985 00:00,15.66923077,56.3,29/06/1985,82.44776119,58.3546798,0.049509804
30/06/1985 00:00,16.12307692,15.4,30/06/1985,84.31527094,59.065,0.062906404
01/07/1985 00:00,18.32307692,0,01/07/1985,85.08910891,60.37128713,0.086911765
02/07/1985 00:00,19.04615385,34.3,02/07/1985,86.54950495,61.74257426,0.058029557
03/07/1985 00:00,19.2,13.4,03/07/1985,88.6980198,61.66009852,0.090640394
04/07/1985 00:00,20.36923077,0,04/07/1985,88.665,62.85148515,0.10679803
05/07/1985 00:00,21.46923077,6,05/07/1985,87.08866995,62.8019802,0.139558824
06/07/1985 00:00,20.43846154,42.8,06/07/1985,87.19306931,63.1182266,0.110882353
07/07/1985 00:00,19.06923077,40.4,07/07/1985,89.31034483,64.25123153,0.034313725
08/07/1985 00:00,19.10769231,30.3,08/07/1985,91.31034483,65.95049505,0.033514851
09/07/1985 00:00,19.35384615,6.4,09/07/1985,91.97044335,66.71428571,0.035418719
10/07/1985 00:00,19.06923077,14.7,10/07/1985,89.75369458,65.22167488,0.095294118
11/07/1985 00:00,18.38461538,24.6,11/07/1985,89.07389163,63.83168317,0.058627451
12/07/1985 00:00,17.54615385,27.9,12/07/1985,89.41089109,64.39901478,0.060197044
13/07/1985 00:00,17.65384615,8,13/07/1985,90.41871921,66.45049505,0.063103448
14/07/1985 00:00,18.60769231,90.2,14/07/1985,90.02475248,66.25870647,0.119653465
15/07/1985 00:00,19.06153846,43.5,15/07/1985,88.30049261,64.67980296,0.151666667
16/07/1985 00:00,18.17692308,59.7,16/07/1985,87.34653465,63.41871921,0.081372549
17/07/1985 00:00,17.66923077,82,17/07/1985,86.95049505,63.24137931,0.081029412
18/07/1985 00:00,17.69230769,44.5,18/07/1985,87.90640394,64.19704433,0.13622549
19/07/1985 00:00,18.50769231,41.4,19/07/1985,87.7635468,64.54187192,0.134264706
20/07/1985 00:00,18.86923077,16.4,20/07/1985,87.88669951,65.16748768,0.072857143
21/07/1985 00:00,19.06923077,5.6,21/07/1985,87.7029703,65.35960591,0.094215686
22/07/1985 00:00,18.26923077,7.2,22/07/1985,85.92574257,63.90147783,0.120294118
23/07/1985 00:00,16.93076923,18.6,23/07/1985,85.01970443,62.45544554,0.123990148
24/07/1985 00:00,16.73846154,6.4,24/07/1985,85.97524752,63.18226601,0.217156863
25/07/1985 00:00,19.06153846,6.4,25/07/1985,86.50248756,65.28712871,0.23254902
26/07/1985 00:00,18.92307692,38.2,26/07/1985,86.40594059,64.6453202,0.18004902
27/07/1985 00:00,17.66153846,4.6,27/07/1985,86.93069307,63.34975369,0.087696078
28/07/1985 00:00,16.72307692,2.4,28/07/1985,86.06896552,63.49261084,0.074384236
29/07/1985 00:00,18.65384615,63,29/07/1985,84.55940594,64.02955665,0.103019802
30/07/1985 00:00,18.11538462,15,30/07/1985,83.47783251,64.82758621,0.084460784
31/07/1985 00:00,17.32307692,14.7,31/07/1985,82.18226601,64.2364532,0.221127451
01/08/1985 00:00,16.61538462,80.8,01/08/1985,82.57425743,62.23762376,0.135369458
02/08/1985 00:00,17.74615385,23.6,02/08/1985,82.71428571,61,0.090640394
03/08/1985 00:00,18.63076923,24.4,03/08/1985,84.16748768,61.34653465,0.106862745
04/08/1985 00:00,19.2,13.4,04/08/1985,84.95049505,62.25742574,0.06
05/08/1985 00:00,19.36923077,0.4,05/08/1985,85.6980198,63.92537313,0.10377451
06/08/1985 00:00,19.46153846,1.3,06/08/1985,87.07389163,64.32512315,0.092058824
07/08/1985 00:00,19.33076923,25.6,07/08/1985,86.735,64.15841584,0.135073892
08/08/1985 00:00,17.47692308,64.6,08/08/1985,86.5320197,64.25123153,0.096960784
09/08/1985 00:00,16.81538462,20.4,09/08/1985,86.88669951,62.96551724,0.114803922
10/08/1985 00:00,17.56153846,11.8,10/08/1985,84.26237624,61.46534653,0.073235294
11/08/1985 00:00,16.55384615,11.2,11/08/1985,84.58128079,61.66831683,0.047598039
12/08/1985 00:00,15.22307692,35.4,12/08/1985,84.99009901,62.7029703,0.157142857
13/08/1985 00:00,16.00769231,8.6,13/08/1985,86.06896552,63.15763547,0.073970588
14/08/1985 00:00,17.57692308,23.6,14/08/1985,84.7029703,63.18226601,0.161372549
15/08/1985 00:00,17.26923077,55.3,15/08/1985,84.44278607,62.42857143,0.179754902
16/08/1985 00:00,16.25384615,26.8,16/08/1985,84.09359606,63.10891089,0.198627451
17/08/1985 00:00,15.55384615,87.4,17/08/1985,84.06930693,62.68965517,0.151083744
18/08/1985 00:00,15.83076923,43.3,18/08/1985,83.01477833,61.83251232,0.131477833
19/08/1985 00:00,16.25384615,20.7,19/08/1985,81.46534653,61.02970297,0.077156863
20/08/1985 00:00,15.51538462,24.5,20/08/1985,80.74752475,61.01477833,0.060295567
21/08/1985 00:00,15.36923077,26.7,21/08/1985,81.75369458,60.71921182,0.044187192
22/08/1985 00:00,15.61538462,10.9,22/08/1985,82.55665025,60.27227723,0.097009804
23/08/1985 00:00,15.45384615,66.2,23/08/1985,83.68965517,60.5990099,0.085686275
24/08/1985 00:00,16.36923077,40.4,24/08/1985,82.6039604,61.38613861,0.257892157
25/08/1985 00:00,16.21538462,80.2,25/08/1985,82.72277228,61.56218905,0.18
26/08/1985 00:00,15.6,71.7,26/08/1985,83.33168317,61.27586207,0.082058824
27/08/1985 00:00,15.70769231,22.4,27/08/1985,84.22772277,61.61386139,0.051960784
28/08/1985 00:00,14.77692308,9.4,28/08/1985,84.2364532,61.83251232,0.074236453
29/08/1985 00:00,13.06153846,46.1,29/08/1985,84.43069307,62.47783251,0.124901961
30/08/1985 00:00,13.53846154,58.4,30/08/1985,84.01485149,62.83168317,0.150441176
31/08/1985 00:00,13.2,56.2,31/08/1985,83.68965517,61.4009901,0.072205882
01/09/1985 00:00,12.53076923,18.2,01/09/1985,83.86567164,61.23267327,0.075517241
02/09/1985 00:00,13.89230769,7.9,02/09/1985,83.55172414,63.12315271,0.111280788
03/09/1985 00:00,13.66923077,17.9,03/09/1985,84.7029703,63.98514851,0.141470588
04/09/1985 00:00,14.25384615,55.4,04/09/1985,84.64851485,64.72906404,0.093793103
05/09/1985 00:00,13.92307692,42.7,05/09/1985,84.91133005,65.51485149,0.106650246
06/09/1985 00:00,12.21538462,36,06/09/1985,84.91133005,65.45320197,0.099704433
07/09/1985 00:00,13.27692308,6.2,07/09/1985,85.26600985,64.83743842,0.037832512
08/09/1985 00:00,13.6,13.7,08/09/1985,83.81280788,63.26237624,0.174852941
09/09/1985 00:00,12.23076923,9.8,09/09/1985,79.77832512,61.58128079,0.1591133
10/09/1985 00:00,11.31538462,35.5,10/09/1985,77.5862069,60.04433498,0.105882353
11/09/1985 00:00,10.58461538,28.4,11/09/1985,74.63861386,56.92118227,0.097389163
12/09/1985 00:00,11.28461538,102.6,12/09/1985,72.91089109,54.3546798,0.109656863
13/09/1985 00:00,11.43076923,23.2,13/09/1985,72.17412935,52.02970297,0.095539216
14/09/1985 00:00,11.55384615,2.6,14/09/1985,72.92574257,51.62561576,0.048669951
15/09/1985 00:00,12.93846154,8,15/09/1985,74.71921182,51.42,0.027941176
16/09/1985 00:00,12.77692308,24.1,16/09/1985,77.13793103,52.94029851,0.053137255
17/09/1985 00:00,11.6,1.7,17/09/1985,79.08415842,55.89108911,0.08377451
18/09/1985 00:00,11.22307692,2.9,18/09/1985,79.64356436,57.43564356,0.101862745
19/09/1985 00:00,13.18461538,23.2,19/09/1985,80.10344828,56.51724138,0.067598039
20/09/1985 00:00,15.36153846,6.4,20/09/1985,77.5320197,53.35960591,0.070686275
21/09/1985 00:00,13.10769231,13.2,21/09/1985,74.99004975,53.591133,0.057352941
22/09/1985 00:00,9.761538462,6,22/09/1985,75.68472906,55.34653465,0.141029412
23/09/1985 00:00,10.16923077,3.6,23/09/1985,73.48275862,52.23152709,0.249754902
24/09/1985 00:00,10.9,61.1,24/09/1985,71.22772277,48.65517241,0.076960784
25/09/1985 00:00,11.19230769,13,25/09/1985,71.22167488,48.63054187,0.112364532
26/09/1985 00:00,11.06923077,38,26/09/1985,71.29850746,47.98019802,0.125862069
