Date,Price,Open,High,Low,Vol.,Change %
"Sep 14, 2021",685,677.25,677.25,677.25,0.00K,1.56%
"Sep 13, 2021",674.5,671.5,671.5,671.5,0.01K,-0.07%
"Sep 10, 2021",675,682.5,683.75,673.25,0.07K,-0.95%
"Sep 09, 2021",681.5,700,700,683.5,0.11K,-2.40%
"Sep 08, 2021",698.25,704.5,704.5,698.25,0.06K,-1.48%
"Sep 07, 2021",708.75,718.5,718.5,704.25,0.17K,-2.11%
"Sep 06, 2021",724,724,724,724,-,1.33%
"Sep 03, 2021",714.5,702,715,701,0.43K,1.49%
"Sep 02, 2021",704,694,708,694,0.37K,0.43%
"Sep 01, 2021",701,708.25,710.25,699.25,0.55K,-0.81%
"Aug 31, 2021",706.75,706.5,707.5,690.25,1.67K,-0.28%
"Aug 30, 2021",708.75,720.5,728.5,707.5,18.32K,-1.36%
"Aug 27, 2021",718.5,725.75,731.25,717.75,24.92K,-0.93%
"Aug 26, 2021",725.25,712.5,727,709.25,17.85K,1.97%
"Aug 25, 2021",711.25,718,719.75,704.25,21.99K,-0.94%
"Aug 24, 2021",718,722.75,723.25,710.75,28.50K,-0.24%
"Aug 23, 2021",719.75,712.75,730.75,710.25,21.09K,0.77%
"Aug 20, 2021",714.25,727.5,732.75,709.25,37.21K,-1.82%
"Aug 19, 2021",727.5,737,737,716,37.06K,-1.32%
"Aug 18, 2021",737.25,734.25,740.5,721.75,33.61K,0.37%
"Aug 17, 2021",734.5,762.5,763.75,732.25,63.61K,-3.42%
"Aug 16, 2021",760.5,762.5,770.25,757.75,62.05K,-0.23%
"Aug 13, 2021",762.25,753,774.75,747.5,87.10K,1.16%
"Aug 12, 2021",753.5,724,762,723,109.43K,3.65%
"Aug 11, 2021",727,726.75,732.25,718.75,98.74K,0.00%
"Aug 10, 2021",727,711,730,708.5,85.50K,2.21%
"Aug 09, 2021",711.25,719,723.75,708.25,84.30K,-1.08%
"Aug 06, 2021",719,712.75,724.75,709.25,85.12K,0.88%
"Aug 05, 2021",712.75,714.75,725.5,709.75,62.60K,-0.63%
"Aug 04, 2021",717.25,724.25,738.75,714.5,75.46K,-1.00%
"Aug 03, 2021",724.5,727.5,734.75,717.75,73.89K,-0.69%
"Aug 02, 2021",729.5,704,731.75,704,62.79K,3.66%
"Jul 30, 2021",703.75,705,711.5,695,53.64K,-0.21%
"Jul 29, 2021",705.25,689.75,706.75,689,45.52K,2.40%
"Jul 28, 2021",688.75,675,696.25,673.75,49.23K,2.11%
"Jul 27, 2021",674.5,680.25,690,671.75,50.03K,-0.37%
"Jul 26, 2021",677,684,684,665.5,43.68K,-1.02%
"Jul 23, 2021",684,688,696.75,677.5,42.54K,-1.19%
"Jul 22, 2021",692.25,708.25,709,681.75,63.08K,-2.60%
"Jul 21, 2021",710.75,701,712,700,52.75K,1.46%
"Jul 20, 2021",700.5,698.75,718,698.25,64.01K,0.39%
"Jul 19, 2021",697.75,702.75,709.5,694.25,74.22K,0.76%
"Jul 16, 2021",692.5,671.75,696.25,670.75,75.89K,3.05%
"Jul 15, 2021",672,653.75,673.5,651.25,56.84K,4.19%
"Jul 14, 2021",645,635.88,657.5,632.5,0.03K,2.58%
"Jul 13, 2021",628.75,636.5,639.5,626,0.06K,-0.98%
"Jul 12, 2021",635,610.75,634.75,604.5,0.03K,4.35%
"Jul 09, 2021",608.5,608,612.25,606.5,0.10K,-0.61%
"Jul 08, 2021",612.25,615,618,611.75,0.10K,-0.41%
"Jul 07, 2021",614.75,626,626,613.75,0.17K,-0.85%
"Jul 06, 2021",620,634.75,634.75,611,0.09K,-3.99%
"Jul 02, 2021",645.75,661,662,643.75,0.40K,-1.94%
"Jul 01, 2021",658.5,667.75,683,663,0.56K,-1.94%
"Jun 30, 2021",671.5,640.5,673,627.5,1.83K,4.96%
"Jun 29, 2021",639.75,651,657.75,638.25,13.02K,-0.97%
"Jun 28, 2021",646,638,655,637,29.18K,1.41%
"Jun 25, 2021",637,650.5,656.75,634.5,38.80K,-2.19%
"Jun 24, 2021",651.25,660.25,660.75,642,29.17K,-1.51%
"Jun 23, 2021",661.25,653.25,668.25,653.25,40.59K,1.57%
"Jun 22, 2021",651,666.25,672.75,650.75,35.94K,-1.59%
"Jun 21, 2021",661.5,657,673.5,646.5,38.19K,-0.19%
"Jun 18, 2021",662.75,639,668.5,639,53.57K,3.72%
"Jun 17, 2021",639,663.75,667,637.25,68.26K,-3.58%
"Jun 16, 2021",662.75,662,672.75,658.75,61.56K,0.19%
"Jun 15, 2021",661.5,674.5,676.25,649,68.47K,-1.93%
"Jun 14, 2021",674.5,680.5,680.75,657,67.69K,-0.92%
"Jun 11, 2021",680.75,682.25,688,669.5,80.62K,-0.44%
"Jun 10, 2021",683.75,684,689.25,672.75,103.90K,0.22%
"Jun 09, 2021",682.25,685,686,673.5,91.32K,-0.40%
"Jun 08, 2021",685,682.5,699.25,680.25,91.99K,0.74%
"Jun 07, 2021",680,694.25,704,678.5,103.02K,-1.13%
"Jun 04, 2021",687.75,678.5,690.25,676.25,55.84K,1.70%
"Jun 03, 2021",676.25,689.5,699.25,669.25,60.41K,-1.64%
"Jun 02, 2021",687.5,692,701.5,681.5,65.96K,-0.87%
"Jun 01, 2021",693.5,673.25,702,672,75.70K,2.95%
"May 31, 2021",673.62,673.62,673.62,673.62,-,1.43%
"May 30, 2021",664.12,664.12,664.12,664.12,-,0.09%
"May 28, 2021",663.5,676,679.75,661.25,56.12K,-1.89%
"May 27, 2021",676.25,648.25,679.5,648,65.47K,4.28%
"May 26, 2021",648.5,657,657.75,639.5,59.95K,-1.22%
"May 25, 2021",656.5,663.25,667.5,646.75,64.77K,-0.87%
"May 24, 2021",662.25,667,668.75,653.25,57.25K,-1.78%
"May 21, 2021",674.25,675.5,677.5,665.75,57.46K,-0.15%
"May 20, 2021",675.25,682.25,688,672.25,55.31K,-0.59%
"May 19, 2021",679.25,698,699,671.5,77.67K,-2.69%
"May 18, 2021",698,702.5,718.5,692.5,61.42K,-0.25%
"May 17, 2021",699.75,704,707.5,692,53.09K,-3.78%
"May 14, 2021",727.25,730.25,730.25,727.25,0.04K,0.10%
"May 13, 2021",726.5,750,756.5,737,0.06K,-3.74%
"May 12, 2021",754.75,763,763,746.5,0.08K,-0.66%
"May 11, 2021",759.75,742.75,765,742.75,0.06K,2.32%
"May 10, 2021",742.5,768.5,769,746,0.23K,-4.01%
"May 07, 2021",773.5,771,771,760.5,0.03K,1.21%
"May 06, 2021",764.25,761,763.5,745,0.02K,1.12%
"May 05, 2021",755.75,737.75,754.5,737.5,0.50K,2.54%
"May 04, 2021",737,731.25,737.5,730,0.30K,1.59%
"May 03, 2021",725.5,753.25,753.25,726.75,0.41K,-2.29%
"Apr 30, 2021",742.5,741,745.5,728.5,0.41K,0.68%
"Apr 29, 2021",737.5,722.25,738.75,712.75,9.42K,1.69%
"Apr 28, 2021",725.25,734.25,743.75,713.5,12.76K,-1.16%
"Apr 27, 2021",733.75,737,773,726.75,16.10K,-0.78%
"Apr 26, 2021",739.5,712.75,745.25,712.75,34.38K,4.12%
"Apr 23, 2021",710.25,709.75,714.75,701,29.09K,0.00%
"Apr 22, 2021",710.25,673.75,713.25,672,45.27K,5.50%
"Apr 21, 2021",673.25,662.75,678.75,658.75,30.05K,2.05%
"Apr 20, 2021",659.75,651.5,679,650.25,43.16K,1.15%
"Apr 19, 2021",652.25,653,660.75,651,28.59K,-0.04%
"Apr 16, 2021",652.5,652.5,659.75,648.25,36.53K,-0.19%
"Apr 15, 2021",653.75,647.25,657.75,639,61.43K,0.89%
"Apr 14, 2021",648,630.75,655.75,630.75,117.77K,2.90%
"Apr 13, 2021",629.75,630.25,637.25,628.25,78.36K,0.28%
"Apr 12, 2021",628,638,639,623,101.81K,-1.68%
"Apr 09, 2021",638.75,628.75,646.5,627.25,113.07K,1.59%
"Apr 08, 2021",628.75,618,631.5,616,87.00K,2.03%
"Apr 07, 2021",616.25,615,619.75,609.75,73.52K,0.12%
"Apr 06, 2021",615.5,622,627.5,613.75,58.04K,-0.40%
"Apr 05, 2021",618,607,625,607,52.00K,1.15%
"Apr 01, 2021",611,623,625.75,601.25,73.41K,-1.13%
"Mar 31, 2021",618,603.25,631.75,593.25,90.27K,2.70%
"Mar 30, 2021",601.75,616.25,616.75,600.5,52.67K,-2.43%
"Mar 29, 2021",616.75,615.75,617.75,607.25,38.59K,0.57%
"Mar 26, 2021",613.25,611,619,608.25,45.62K,0.12%
"Mar 25, 2021",612.5,624.75,625.5,609,60.63K,-1.96%
"Mar 24, 2021",624.75,635,638.75,624,45.58K,-1.58%
"Mar 23, 2021",634.75,628,644.5,621,68.77K,1.20%
"Mar 22, 2021",627.25,627.5,630.75,621.25,36.12K,0.04%
"Mar 19, 2021",627,629,635.5,621.75,51.67K,-0.56%
"Mar 18, 2021",630.5,640,641,629,47.13K,-1.48%
"Mar 17, 2021",640,646.25,649.5,639.25,36.15K,-1.08%
"Mar 16, 2021",647,645.5,648,631.75,51.10K,0.31%
"Mar 15, 2021",645,637.75,647.75,636,40.09K,2.10%
"Mar 12, 2021",631.75,642.88,645.6,637.6,0.01K,-0.71%
"Mar 11, 2021",636.25,650,650,636.75,0.03K,-2.23%
"Mar 10, 2021",650.75,653.25,653.75,643.5,0.13K,-0.88%
"Mar 09, 2021",656.5,654.75,655,650.75,0.01K,1.55%
"Mar 08, 2021",646.5,659.5,659.5,642.5,0.35K,-1.15%
"Mar 05, 2021",654,649.5,657.5,647,0.40K,0.65%
"Mar 04, 2021",649.75,653,658,648.75,0.58K,-0.35%
"Mar 03, 2021",652,658.25,658.25,645.75,0.18K,-1.70%
"Mar 02, 2021",663.25,645.5,663.25,640,0.24K,3.03%
"Mar 01, 2021",643.75,661,661,643,0.39K,-1.72%
"Feb 26, 2021",655,665,665.75,653,1.45K,-2.49%
"Feb 25, 2021",671.75,677.25,680.5,658.75,13.33K,-1.25%
"Feb 24, 2021",680.25,665.5,683.5,665,23.40K,2.18%
"Feb 23, 2021",665.75,666.5,667.75,656.5,24.55K,0.26%
"Feb 22, 2021",664,653.75,665.25,651,26.46K,2.04%
"Feb 19, 2021",650.75,665,669,649,51.92K,-1.77%
"Feb 18, 2021",662.5,644,665.75,641.5,56.68K,2.87%
"Feb 17, 2021",644,660,661.25,638.5,35.18K,-2.05%
"Feb 16, 2021",657.5,648,660.25,640.5,50.20K,3.10%
"Feb 15, 2021",637.75,637.5,637.75,637.5,-,0.08%
"Feb 14, 2021",637.25,637.5,637.5,637.25,-,0.08%
"Feb 12, 2021",636.75,632.5,643,632,64.75K,0.51%
"Feb 11, 2021",633.5,636.5,644.75,632,79.70K,-0.31%
"Feb 10, 2021",635.5,649.5,650.5,626.75,98.58K,-2.16%
"Feb 09, 2021",649.5,657.75,660.5,639.75,124.15K,-0.95%
"Feb 08, 2021",655.75,643,657.5,642.5,102.71K,2.26%
"Feb 05, 2021",641.25,634.75,647.5,632.25,78.45K,0.59%
"Feb 04, 2021",637.5,647.25,650.5,633,66.02K,-1.66%
"Feb 03, 2021",648.25,646.25,649.75,625.75,77.13K,0.54%
"Feb 02, 2021",644.75,655,656.75,640.5,46.87K,-0.96%
"Feb 01, 2021",651,663.5,671,646,55.80K,-1.81%
"Jan 29, 2021",663,646.25,664.75,643,60.15K,2.47%
"Jan 28, 2021",647,655,664.5,643.5,65.43K,-1.71%
"Jan 27, 2021",658.25,663.25,672.75,652.5,54.19K,-1.05%
"Jan 26, 2021",665.25,646.75,667.75,641.25,68.36K,2.58%
"Jan 25, 2021",648.5,633,651.5,624.25,64.72K,2.21%
"Jan 22, 2021",634.5,658.5,659,633,76.81K,-3.97%
"Jan 21, 2021",660.75,666.5,674.75,657.75,50.21K,-1.05%
"Jan 20, 2021",667.75,675.25,676,656.5,66.03K,-0.67%
"Jan 19, 2021",672.25,683.75,691.25,668.75,63.50K,-0.48%
"Jan 15, 2021",675.5,671,693,664.5,77.45K,0.82%
"Jan 14, 2021",670,660,673.25,653,63.30K,1.44%
"Jan 13, 2021",660.5,665,680.75,656.25,80.72K,-0.68%
"Jan 12, 2021",665,636.25,670,634,80.42K,4.77%
"Jan 11, 2021",634.75,639,651.5,628.75,58.07K,-0.63%
"Jan 08, 2021",638.75,644.75,649.5,634,56.14K,-0.54%
"Jan 07, 2021",642.25,646.75,648.25,638,47.49K,-0.81%
"Jan 06, 2021",647.5,654,660.25,646,60.85K,-0.99%
"Jan 05, 2021",654,641.5,664.5,639.5,81.17K,1.87%
"Jan 04, 2021",642,643,650.25,634,66.78K,0.04%
"Jan 01, 2021",641.75,641.75,641.75,641.75,-,0.20%
"Dec 31, 2020",640.5,640,644.5,632.5,44.93K,-0.04%
"Dec 30, 2020",640.75,620,643.5,614,71.65K,3.60%
"Dec 29, 2020",618.5,614.25,623.25,611.5,35.42K,0.69%
"Dec 28, 2020",614.25,627,631.5,607,53.53K,-2.05%
"Dec 25, 2020",627.1,627.1,627.1,627.1,-,0.02%
"Dec 24, 2020",627,631,633.75,623.5,35.66K,-0.44%
"Dec 23, 2020",629.75,615.25,633.75,610.5,69.51K,2.07%
"Dec 22, 2020",617,615.5,619.75,603,55.03K,0.94%
"Dec 21, 2020",611.25,610.25,615.25,596.5,48.42K,0.49%
"Dec 18, 2020",608.25,611.5,614.75,604.5,42.17K,-0.08%
